0 U (0, 0) [0, 0]
6242 D (-29, -55) [1, 3]
6243 R (-28, -55) [0, 2]
6244 U (-28, -54) [0, 2]
6245 L (-29, -54) [1, 3]
6246 D (-29, -55) [0, 4]
6247 L (-30, -55) [0, 2]
6248 U (-30, -54) [1, 1]
6249 L (-31, -54) [0, 0]
6250 D (-31, -55) [1, 1]
6251 L (-32, -55) [0, 0]
6252 U (-32, -54) [0, 0]
6253 L (-33, -54) [0, 0]
6254 U (-33, -53) [0, 0]
6255 R (-32, -53) [0, 0]
6256 U (-32, -52) [0, 0]
6257 R (-31, -52) [0, 0]
6258 D (-31, -53) [0, 0]
6259 R (-30, -53) [0, 0]
6260 D (-30, -54) [0, 2]
6261 R (-29, -54) [0, 4]
6262 D (-29, -55) [1, 5]
6263 R (-28, -55) [1, 3]
6264 U (-28, -54) [1, 3]
6265 L (-29, -54) [1, 5]
6266 D (-29, -55) [0, 6]
6267 L (-30, -55) [1, 3]
6268 D (-30, -56) [1, 1]
6269 R (-29, -56) [1, 1]
6270 U (-29, -55) [1, 7]
6271 L (-30, -55) [0, 4]
6272 U (-30, -54) [1, 3]
6273 R (-29, -54) [0, 6]
6274 U (-29, -53) [1, 1]
6275 R (-28, -53) [0, 2]
6276 U (-28, -52) [1, 1]
6277 L (-29, -52) [1, 1]
6278 U (-29, -51) [0, 0]
6279 L (-30, -51) [0, 0]
6280 D (-30, -52) [0, 0]
6281 R (-29, -52) [0, 2]
6282 D (-29, -53) [0, 2]
6283 R (-28, -53) [1, 3]
6284 U (-28, -52) [0, 2]
6285 L (-29, -52) [1, 3]
6286 D (-29, -53) [1, 3]
6287 L (-30, -53) [1, 1]
6288 U (-30, -52) [1, 1]
6289 L (-31, -52) [1, 1]
6290 D (-31, -53) [1, 1]
6291 R (-30, -53) [0, 2]
6292 D (-30, -54) [0, 4]
6293 L (-31, -54) [1, 1]
6294 U (-31, -53) [0, 2]
6295 R (-30, -53) [1, 3]
6296 D (-30, -54) [1, 5]
6297 L (-31, -54) [0, 2]
6298 D (-31, -55) [0, 2]
6299 R (-30, -55) [1, 5]
6300 D (-30, -56) [0, 2]
6301 R (-29, -56) [0, 2]
6302 D (-29, -57) [0, 0]
6303 L (-30, -57) [0, 0]
6304 D (-30, -58) [0, 0]
6305 L (-31, -58) [0, 0]
6306 D (-31, -59) [0, 0]
6307 R (-30, -59) [0, 0]
6308 D (-30, -60) [0, 0]
6309 L (-31, -60) [0, 0]
6310 D (-31, -61) [0, 0]
6311 L (-32, -61) [0, 0]
6312 U (-32, -60) [0, 0]
6313 R (-31, -60) [1, 1]
6314 U (-31, -59) [1, 1]
6315 L (-32, -59) [0, 0]
6316 U (-32, -58) [0, 0]
6317 R (-31, -58) [1, 1]
6318 U (-31, -57) [0, 0]
6319 R (-30, -57) [1, 1]
6320 U (-30, -56) [1, 3]
6321 L (-31, -56) [1, 1]
6322 D (-31, -57) [1, 1]
6323 R (-30, -57) [0, 2]
6324 U (-30, -56) [0, 4]
6325 L (-31, -56) [0, 2]
6326 U (-31, -55) [1, 3]
6327 L (-32, -55) [1, 1]
6328 U (-32, -54) [1, 1]
6329 L (-33, -54) [1, 1]
6330 U (-33, -53) [1, 1]
6331 R (-32, -53) [1, 1]
6332 D (-32, -54) [0, 2]
6333 R (-31, -54) [1, 3]
6334 U (-31, -53) [1, 3]
6335 L (-32, -53) [0, 2]
6336 U (-32, -52) [1, 1]
6337 R (-31, -52) [0, 2]
6338 U (-31, -51) [0, 0]
6339 L (-32, -51) [0, 0]
6340 D (-32, -52) [0, 2]
6341 R (-31, -52) [1, 3]
6342 D (-31, -53) [0, 4]
6343 L (-32, -53) [1, 3]
6344 U (-32, -52) [1, 3]
6345 R (-31, -52) [0, 4]
6346 D (-31, -53) [1, 5]
6347 L (-32, -53) [0, 4]
6348 U (-32, -52) [0, 4]
6349 R (-31, -52) [1, 5]
6350 U (-31, -51) [1, 1]
6351 L (-32, -51) [1, 1]
6352 U (-32, -50) [0, 0]
6353 R (-31, -50) [0, 0]
6354 U (-31, -49) [0, 0]
6355 L (-32, -49) [0, 0]
6356 U (-32, -48) [0, 0]
6357 L (-33, -48) [0, 0]
6358 U (-33, -47) [0, 0]
6359 R (-32, -47) [0, 0]
6360 U (-32, -46) [0, 0]
6361 L (-33, -46) [0, 0]
6362 D (-33, -47) [1, 1]
6363 R (-32, -47) [1, 1]
6364 U (-32, -46) [1, 1]
6365 L (-33, -46) [1, 1]
6366 D (-33, -47) [0, 2]
6367 L (-34, -47) [0, 0]
6368 U (-34, -46) [0, 0]
6369 R (-33, -46) [0, 2]
6370 D (-33, -47) [1, 3]
6371 R (-32, -47) [0, 2]
6372 D (-32, -48) [1, 1]
6373 L (-33, -48) [1, 1]
6374 U (-33, -47) [0, 4]
6375 L (-34, -47) [1, 1]
6376 U (-34, -46) [1, 1]
6377 L (-35, -46) [0, 0]
6378 U (-35, -45) [0, 0]
6379 R (-34, -45) [0, 0]
6380 D (-34, -46) [0, 2]
6381 R (-33, -46) [1, 3]
6382 U (-33, -45) [0, 0]
6383 L (-34, -45) [1, 1]
6384 U (-34, -44) [0, 0]
6385 R (-33, -44) [0, 0]
6386 U (-33, -43) [0, 0]
6387 L (-34, -43) [0, 0]
6388 U (-34, -42) [0, 0]
6389 R (-33, -42) [0, 0]
6390 D (-33, -43) [1, 1]
6391 R (-32, -43) [0, 0]
6392 U (-32, -42) [0, 0]
6393 R (-31, -42) [0, 0]
6394 U (-31, -41) [0, 0]
6395 R (-30, -41) [0, 0]
6396 D (-30, -42) [0, 0]
6397 L (-31, -42) [1, 1]
6398 D (-31, -43) [0, 0]
6399 L (-32, -43) [1, 1]
6400 D (-32, -44) [0, 0]
6401 R (-31, -44) [0, 0]
6402 D (-31, -45) [0, 0]
6403 L (-32, -45) [0, 0]
6404 U (-32, -44) [1, 1]
6405 L (-33, -44) [1, 1]
6406 D (-33, -45) [1, 1]
6407 R (-32, -45) [1, 1]
6408 D (-32, -46) [0, 2]
6409 L (-33, -46) [0, 4]
6410 D (-33, -47) [1, 5]
6411 R (-32, -47) [1, 3]
6412 U (-32, -46) [1, 3]
6413 L (-33, -46) [1, 5]
6414 D (-33, -47) [0, 6]
6415 R (-32, -47) [0, 4]
6416 U (-32, -46) [0, 4]
6417 L (-33, -46) [0, 6]
6418 D (-33, -47) [1, 7]
6419 R (-32, -47) [1, 5]
6420 U (-32, -46) [1, 5]
6421 R (-31, -46) [0, 0]
6422 U (-31, -45) [1, 1]
6423 R (-30, -45) [0, 0]
6424 U (-30, -44) [0, 0]
6425 R (-29, -44) [0, 0]
6426 D (-29, -45) [0, 0]
6427 L (-30, -45) [1, 1]
6428 D (-30, -46) [0, 0]
6429 R (-29, -46) [0, 0]
6430 U (-29, -45) [1, 1]
6431 R (-28, -45) [0, 0]
6432 D (-28, -46) [0, 0]
6433 R (-27, -46) [0, 0]
6434 D (-27, -47) [0, 0]
6435 L (-28, -47) [0, 0]
6436 U (-28, -46) [1, 1]
6437 L (-29, -46) [1, 1]
6438 U (-29, -45) [0, 2]
6439 R (-28, -45) [1, 1]
6440 U (-28, -44) [0, 0]
6441 L (-29, -44) [1, 1]
6442 D (-29, -45) [1, 3]
6443 R (-28, -45) [0, 2]
6444 D (-28, -46) [0, 2]
6445 L (-29, -46) [0, 2]
6446 U (-29, -45) [0, 4]
6447 L (-30, -45) [0, 2]
6448 D (-30, -46) [1, 1]
6449 R (-29, -46) [1, 3]
6450 D (-29, -47) [0, 0]
6451 L (-30, -47) [0, 0]
6452 D (-30, -48) [0, 0]
6453 R (-29, -48) [0, 0]
6454 D (-29, -49) [1, 1]
6455 R (-28, -49) [1, 1]
6456 U (-28, -48) [1, 1]
6457 L (-29, -48) [1, 1]
6458 D (-29, -49) [0, 2]
6459 R (-28, -49) [0, 2]
6460 U (-28, -48) [0, 2]
6461 R (-27, -48) [1, 1]
6462 U (-27, -47) [1, 1]
6463 L (-28, -47) [1, 1]
6464 D (-28, -48) [1, 3]
6465 L (-29, -48) [0, 2]
6466 D (-29, -49) [1, 3]
6467 L (-30, -49) [0, 0]
6468 D (-30, -50) [0, 0]
6469 L (-31, -50) [1, 1]
6470 D (-31, -51) [0, 2]
6471 L (-32, -51) [0, 2]
6472 D (-32, -52) [1, 5]
6473 L (-33, -52) [0, 0]
6474 D (-33, -53) [0, 2]
6475 R (-32, -53) [1, 5]
6476 U (-32, -52) [0, 6]
6477 L (-33, -52) [1, 1]
6478 D (-33, -53) [1, 3]
6479 R (-32, -53) [0, 6]
6480 U (-32, -52) [1, 7]
6481 L (-33, -52) [0, 2]
6482 U (-33, -51) [0, 0]
6483 L (-34, -51) [0, 0]
6484 U (-34, -50) [0, 0]
6485 R (-33, -50) [0, 0]
6486 U (-33, -49) [0, 0]
6487 R (-32, -49) [1, 1]
6488 D (-32, -50) [1, 1]
6489 L (-33, -50) [1, 1]
6490 D (-33, -51) [1, 1]
6491 L (-34, -51) [1, 1]
6492 D (-34, -52) [0, 0]
6493 L (-35, -52) [0, 0]
6494 U (-35, -51) [0, 0]
6495 R (-34, -51) [0, 2]
6496 D (-34, -52) [1, 1]
6497 R (-33, -52) [1, 3]
6498 D (-33, -53) [0, 4]
6499 R (-32, -53) [1, 7]
6500 D (-32, -54) [1, 3]
6501 L (-33, -54) [0, 2]
6502 D (-33, -55) [0, 0]
6503 L (-34, -55) [0, 0]
6504 U (-34, -54) [0, 0]
6505 R (-33, -54) [1, 3]
6506 U (-33, -53) [1, 5]
6507 R (-32, -53) [0, 8]
6508 U (-32, -52) [0, 8]
6509 R (-31, -52) [0, 6]
6510 U (-31, -51) [1, 3]
6511 R (-30, -51) [1, 1]
6512 U (-30, -50) [1, 1]
6513 L (-31, -50) [0, 2]
6514 U (-31, -49) [1, 1]
6515 L (-32, -49) [0, 2]
6516 D (-32, -50) [0, 2]
6517 R (-31, -50) [1, 3]
6518 U (-31, -49) [0, 2]
6519 R (-30, -49) [1, 1]
6520 U (-30, -48) [1, 1]
6521 R (-29, -48) [1, 3]
6522 D (-29, -49) [0, 4]
6523 R (-28, -49) [1, 3]
6524 U (-28, -48) [0, 4]
6525 L (-29, -48) [0, 4]
6526 U (-29, -47) [1, 1]
6527 L (-30, -47) [1, 1]
6528 U (-30, -46) [0, 2]
6529 R (-29, -46) [0, 4]
6530 U (-29, -45) [1, 5]
6531 R (-28, -45) [1, 3]
6532 D (-28, -46) [1, 3]
6533 R (-27, -46) [1, 1]
6534 D (-27, -47) [0, 2]
6535 L (-28, -47) [0, 2]
6536 U (-28, -46) [0, 4]
6537 L (-29, -46) [1, 5]
6538 U (-29, -45) [0, 6]
6539 R (-28, -45) [0, 4]
6540 D (-28, -46) [1, 5]
6541 L (-29, -46) [0, 6]
6542 D (-29, -47) [0, 2]
6543 R (-28, -47) [1, 3]
6544 D (-28, -48) [1, 5]
6545 R (-27, -48) [0, 2]
6546 D (-27, -49) [1, 1]
6547 R (-26, -49) [1, 1]
6548 D (-26, -50) [1, 5]
6549 R (-25, -50) [0, 10]
6550 D (-25, -51) [1, 13]
6551 L (-26, -51) [0, 8]
6552 U (-26, -50) [0, 6]
6553 R (-25, -50) [1, 11]
6554 D (-25, -51) [0, 14]
6555 R (-24, -51) [0, 6]
6556 D (-24, -52) [1, 3]
6557 L (-25, -52) [1, 5]
6558 U (-25, -51) [1, 15]
6559 R (-24, -51) [1, 7]
6560 U (-24, -50) [0, 6]
6561 L (-25, -50) [0, 12]
6562 U (-25, -49) [1, 1]
6563 L (-26, -49) [0, 2]
6564 D (-26, -50) [1, 7]
6565 R (-25, -50) [1, 13]
6566 U (-25, -49) [0, 2]
6567 L (-26, -49) [1, 3]
6568 U (-26, -48) [0, 0]
6569 L (-27, -48) [1, 3]
6570 U (-27, -47) [1, 3]
6571 L (-28, -47) [0, 4]
6572 U (-28, -46) [0, 6]
6573 L (-29, -46) [1, 7]
6574 D (-29, -47) [1, 3]
6575 L (-30, -47) [0, 2]
6576 D (-30, -48) [0, 2]
6577 L (-31, -48) [0, 0]
6578 D (-31, -49) [1, 3]
6579 R (-30, -49) [0, 2]
6580 U (-30, -48) [1, 3]
6581 R (-29, -48) [1, 5]
6582 U (-29, -47) [0, 4]
6583 R (-28, -47) [1, 5]
6584 D (-28, -48) [0, 6]
6585 R (-27, -48) [0, 4]
6586 D (-27, -49) [0, 2]
6587 L (-28, -49) [0, 4]
6588 U (-28, -48) [1, 7]
6589 R (-27, -48) [1, 5]
6590 U (-27, -47) [0, 4]
6591 L (-28, -47) [0, 6]
6592 D (-28, -48) [0, 8]
6593 L (-29, -48) [0, 6]
6594 D (-29, -49) [1, 5]
6595 R (-28, -49) [1, 5]
6596 U (-28, -48) [1, 9]
6597 L (-29, -48) [1, 7]
6598 D (-29, -49) [0, 6]
6599 R (-28, -49) [0, 6]
6600 U (-28, -48) [0, 10]
6601 R (-27, -48) [0, 6]
6602 D (-27, -49) [1, 3]
6603 R (-26, -49) [0, 4]
6604 D (-26, -50) [0, 8]
6605 R (-25, -50) [0, 14]
6606 U (-25, -49) [1, 3]
6607 R (-24, -49) [0, 2]
6608 U (-24, -48) [1, 1]
6609 L (-25, -48) [0, 0]
6610 U (-25, -47) [0, 0]
6611 R (-24, -47) [0, 0]
6612 D (-24, -48) [0, 2]
6613 R (-23, -48) [1, 1]
6614 U (-23, -47) [0, 0]
6615 R (-22, -47) [0, 0]
6616 D (-22, -48) [0, 0]
6617 R (-21, -48) [0, 0]
6618 D (-21, -49) [1, 1]
6619 L (-22, -49) [0, 2]
6620 U (-22, -48) [1, 1]
6621 L (-23, -48) [0, 2]
6622 U (-23, -47) [1, 1]
6623 L (-24, -47) [1, 1]
6624 U (-24, -46) [0, 0]
6625 R (-23, -46) [0, 0]
6626 D (-23, -47) [0, 2]
6627 L (-24, -47) [0, 2]
6628 U (-24, -46) [1, 1]
6629 R (-23, -46) [1, 1]
6630 U (-23, -45) [0, 0]
6631 L (-24, -45) [0, 0]
6632 U (-24, -44) [0, 0]
6633 L (-25, -44) [0, 0]
6634 D (-25, -45) [0, 0]
6635 L (-26, -45) [0, 0]
6636 U (-26, -44) [0, 0]
6637 R (-25, -44) [1, 1]
6638 U (-25, -43) [0, 0]
6639 L (-26, -43) [0, 0]
6640 D (-26, -44) [1, 1]
6641 R (-25, -44) [0, 2]
6642 D (-25, -45) [1, 1]
6643 R (-24, -45) [1, 1]
6644 U (-24, -44) [1, 1]
6645 L (-25, -44) [1, 3]
6646 D (-25, -45) [0, 2]
6647 L (-26, -45) [1, 1]
6648 U (-26, -44) [0, 2]
6649 R (-25, -44) [0, 4]
6650 D (-25, -45) [1, 3]
6651 L (-26, -45) [0, 2]
6652 U (-26, -44) [1, 3]
6653 R (-25, -44) [1, 5]
6654 D (-25, -45) [0, 4]
6655 R (-24, -45) [0, 2]
6656 U (-24, -44) [0, 2]
6657 R (-23, -44) [0, 0]
6658 U (-23, -43) [0, 0]
6659 R (-22, -43) [0, 0]
6660 D (-22, -44) [0, 0]
6661 R (-21, -44) [0, 0]
6662 D (-21, -45) [0, 0]
6663 R (-20, -45) [0, 0]
6664 U (-20, -44) [0, 0]
6665 R (-19, -44) [0, 0]
6666 D (-19, -45) [0, 0]
6667 L (-20, -45) [1, 1]
6668 D (-20, -46) [0, 0]
6669 L (-21, -46) [0, 0]
6670 U (-21, -45) [1, 1]
6671 L (-22, -45) [0, 0]
6672 U (-22, -44) [1, 1]
6673 L (-23, -44) [1, 1]
6674 D (-23, -45) [1, 1]
6675 R (-22, -45) [1, 1]
6676 U (-22, -44) [0, 2]
6677 R (-21, -44) [1, 1]
6678 D (-21, -45) [0, 2]
6679 L (-22, -45) [0, 2]
6680 U (-22, -44) [1, 3]
6681 R (-21, -44) [0, 2]
6682 D (-21, -45) [1, 3]
6683 L (-22, -45) [1, 3]
6684 U (-22, -44) [0, 4]
6685 L (-23, -44) [0, 2]
6686 D (-23, -45) [0, 2]
6687 L (-24, -45) [1, 3]
6688 U (-24, -44) [1, 3]
6689 L (-25, -44) [0, 6]
6690 U (-25, -43) [1, 1]
6691 R (-24, -43) [0, 0]
6692 D (-24, -44) [0, 4]
6693 R (-23, -44) [1, 3]
6694 D (-23, -45) [1, 3]
6695 R (-22, -45) [0, 4]
6696 D (-22, -46) [0, 0]
6697 L (-23, -46) [0, 2]
6698 D (-23, -47) [1, 3]
6699 L (-24, -47) [1, 3]
6700 D (-24, -48) [1, 3]
6701 L (-25, -48) [1, 1]
6702 D (-25, -49) [0, 4]
6703 L (-26, -49) [1, 5]
6704 U (-26, -48) [1, 1]
6705 R (-25, -48) [0, 2]
6706 D (-25, -49) [1, 5]
6707 R (-24, -49) [1, 3]
6708 U (-24, -48) [0, 4]
6709 L (-25, -48) [1, 3]
6710 U (-25, -47) [1, 1]
6711 R (-24, -47) [0, 4]
6712 U (-24, -46) [0, 2]
6713 R (-23, -46) [1, 3]
6714 D (-23, -47) [0, 4]
6715 R (-22, -47) [1, 1]
6716 U (-22, -46) [1, 1]
6717 R (-21, -46) [1, 1]
6718 D (-21, -47) [0, 0]
6719 L (-22, -47) [0, 2]
6720 D (-22, -48) [0, 2]
6721 R (-21, -48) [1, 1]
6722 U (-21, -47) [1, 1]
6723 L (-22, -47) [1, 3]
6724 U (-22, -46) [0, 2]
6725 R (-21, -46) [0, 2]
6726 U (-21, -45) [0, 4]
6727 L (-22, -45) [1, 5]
6728 U (-22, -44) [1, 5]
6729 L (-23, -44) [0, 4]
6730 U (-23, -43) [1, 1]
6731 L (-24, -43) [1, 1]
6732 U (-24, -42) [0, 0]
6733 L (-25, -42) [0, 0]
6734 D (-25, -43) [0, 2]
6735 L (-26, -43) [1, 1]
6736 D (-26, -44) [0, 4]
6737 L (-27, -44) [0, 0]
6738 D (-27, -45) [0, 0]
6739 R (-26, -45) [1, 3]
6740 U (-26, -44) [1, 5]
6741 R (-25, -44) [1, 7]
6742 D (-25, -45) [1, 5]
6743 R (-24, -45) [0, 4]
6744 D (-24, -46) [1, 3]
6745 R (-23, -46) [0, 4]
6746 U (-23, -45) [0, 4]
6747 R (-22, -45) [0, 6]
6748 D (-22, -46) [1, 3]
6749 R (-21, -46) [1, 3]
6750 D (-21, -47) [0, 2]
6751 R (-20, -47) [0, 0]
6752 U (-20, -46) [1, 1]
6753 R (-19, -46) [0, 0]
6754 D (-19, -47) [0, 0]
6755 R (-18, -47) [0, 0]
6756 D (-18, -48) [1, 1]
6757 R (-17, -48) [1, 1]
6758 U (-17, -47) [0, 0]
6759 L (-18, -47) [1, 1]
6760 U (-18, -46) [0, 0]
6761 R (-17, -46) [0, 0]
6762 D (-17, -47) [1, 1]
6763 L (-18, -47) [0, 2]
6764 U (-18, -46) [1, 1]
6765 L (-19, -46) [1, 1]
6766 D (-19, -47) [1, 1]
6767 L (-20, -47) [1, 1]
6768 U (-20, -46) [0, 2]
6769 R (-19, -46) [0, 2]
6770 U (-19, -45) [1, 1]
6771 L (-20, -45) [0, 2]
6772 U (-20, -44) [1, 1]
6773 R (-19, -44) [1, 1]
6774 U (-19, -43) [0, 0]
6775 L (-20, -43) [0, 0]
6776 D (-20, -44) [0, 2]
6777 R (-19, -44) [0, 2]
6778 U (-19, -43) [1, 1]
6779 L (-20, -43) [1, 1]
6780 D (-20, -44) [1, 3]
6781 L (-21, -44) [1, 3]
6782 D (-21, -45) [1, 5]
6783 L (-22, -45) [1, 7]
6784 U (-22, -44) [0, 6]
6785 R (-21, -44) [0, 4]
6786 D (-21, -45) [0, 6]
6787 L (-22, -45) [0, 8]
6788 U (-22, -44) [1, 7]
6789 R (-21, -44) [1, 5]
6790 D (-21, -45) [1, 7]
6791 L (-22, -45) [1, 9]
6792 U (-22, -44) [0, 8]
6793 L (-23, -44) [1, 5]
6794 U (-23, -43) [0, 2]
6795 R (-22, -43) [1, 1]
6796 U (-22, -42) [0, 0]
6797 R (-21, -42) [0, 0]
6798 D (-21, -43) [0, 0]
6799 R (-20, -43) [0, 2]
6800 U (-20, -42) [0, 0]
6801 L (-21, -42) [1, 1]
6802 U (-21, -41) [0, 0]
6803 R (-20, -41) [0, 0]
6804 U (-20, -40) [0, 0]
6805 R (-19, -40) [0, 0]
6806 U (-19, -39) [0, 0]
6807 R (-18, -39) [0, 0]
6808 D (-18, -40) [0, 0]
6809 L (-19, -40) [1, 1]
6810 D (-19, -41) [0, 0]
6811 L (-20, -41) [1, 1]
6812 U (-20, -40) [1, 1]
6813 L (-21, -40) [0, 0]
6814 U (-21, -39) [0, 0]
6815 R (-20, -39) [0, 0]
6816 D (-20, -40) [0, 2]
6817 L (-21, -40) [1, 1]
6818 D (-21, -41) [1, 1]
6819 R (-20, -41) [0, 2]
6820 U (-20, -40) [1, 3]
6821 L (-21, -40) [0, 2]
6822 D (-21, -41) [0, 2]
6823 R (-20, -41) [1, 3]
6824 U (-20, -40) [0, 4]
6825 R (-19, -40) [0, 2]
6826 D (-19, -41) [1, 1]
6827 R (-18, -41) [0, 0]
6828 U (-18, -40) [1, 1]
6829 R (-17, -40) [0, 0]
6830 D (-17, -41) [0, 0]
6831 R (-16, -41) [0, 0]
6832 D (-16, -42) [0, 0]
6833 L (-17, -42) [1, 1]
6834 U (-17, -41) [1, 1]
6835 L (-18, -41) [1, 1]
6836 D (-18, -42) [1, 1]
6837 L (-19, -42) [0, 0]
6838 U (-19, -41) [0, 2]
6839 L (-20, -41) [0, 4]
6840 U (-20, -40) [1, 5]
6841 L (-21, -40) [1, 3]
6842 D (-21, -41) [1, 3]
6843 R (-20, -41) [1, 5]
6844 D (-20, -42) [1, 1]
6845 L (-21, -42) [0, 2]
6846 D (-21, -43) [1, 1]
6847 L (-22, -43) [0, 2]
6848 U (-22, -42) [1, 1]
6849 L (-23, -42) [0, 0]
6850 U (-23, -41) [0, 0]
6851 L (-24, -41) [0, 0]
6852 D (-24, -42) [1, 1]
6853 L (-25, -42) [1, 1]
6854 U (-25, -41) [0, 0]
6855 L (-26, -41) [0, 0]
6856 U (-26, -40) [0, 0]
6857 L (-27, -40) [0, 0]
6858 U (-27, -39) [0, 0]
6859 L (-28, -39) [0, 0]
6860 U (-28, -38) [0, 0]
6861 R (-27, -38) [0, 0]
6862 D (-27, -39) [1, 1]
6863 L (-28, -39) [1, 1]
6864 U (-28, -38) [1, 1]
6865 L (-29, -38) [0, 0]
6866 U (-29, -37) [0, 0]
6867 R (-28, -37) [0, 0]
6868 D (-28, -38) [0, 2]
6869 L (-29, -38) [1, 1]
6870 D (-29, -39) [0, 0]
6871 L (-30, -39) [0, 0]
6872 U (-30, -38) [0, 0]
6873 L (-31, -38) [0, 0]
6874 D (-31, -39) [0, 0]
6875 R (-30, -39) [1, 1]
6876 U (-30, -38) [1, 1]
6877 L (-31, -38) [1, 1]
6878 D (-31, -39) [1, 1]
6879 R (-30, -39) [0, 2]
6880 U (-30, -38) [0, 2]
6881 R (-29, -38) [0, 2]
6882 D (-29, -39) [1, 1]
6883 R (-28, -39) [0, 2]
6884 D (-28, -40) [0, 0]
6885 L (-29, -40) [0, 0]
6886 D (-29, -41) [0, 0]
6887 R (-28, -41) [0, 0]
6888 U (-28, -40) [1, 1]
6889 R (-27, -40) [1, 1]
6890 U (-27, -39) [0, 2]
6891 R (-26, -39) [0, 0]
6892 D (-26, -40) [1, 1]
6893 L (-27, -40) [0, 2]
6894 U (-27, -39) [1, 3]
6895 L (-28, -39) [1, 3]
6896 D (-28, -40) [0, 2]
6897 L (-29, -40) [1, 1]
6898 D (-29, -41) [1, 1]
6899 L (-30, -41) [1, 1]
6900 U (-30, -40) [0, 0]
6901 R (-29, -40) [0, 2]
6902 D (-29, -41) [0, 2]
6903 R (-28, -41) [1, 1]
6904 U (-28, -40) [1, 3]
6905 R (-27, -40) [1, 3]
6906 D (-27, -41) [0, 0]
6907 L (-28, -41) [0, 2]
6908 D (-28, -42) [0, 0]
6909 R (-27, -42) [0, 0]
6910 U (-27, -41) [1, 1]
6911 L (-28, -41) [1, 3]
6912 D (-28, -42) [1, 1]
6913 R (-27, -42) [1, 1]
6914 D (-27, -43) [0, 0]
6915 R (-26, -43) [0, 2]
6916 U (-26, -42) [0, 0]
6917 R (-25, -42) [0, 2]
6918 D (-25, -43) [1, 3]
6919 R (-24, -43) [0, 2]
6920 D (-24, -44) [1, 5]
6921 L (-25, -44) [0, 8]
6922 D (-25, -45) [0, 6]
6923 R (-24, -45) [1, 5]
6924 D (-24, -46) [0, 4]
6925 L (-25, -46) [0, 0]
6926 U (-25, -45) [1, 7]
6927 L (-26, -45) [0, 4]
6928 U (-26, -44) [0, 6]
6929 L (-27, -44) [1, 1]
6930 D (-27, -45) [1, 1]
6931 L (-28, -45) [1, 5]
6932 D (-28, -46) [1, 7]
6933 R (-27, -46) [0, 2]
6934 U (-27, -45) [0, 2]
6935 R (-26, -45) [1, 5]
6936 U (-26, -44) [1, 7]
6937 R (-25, -44) [1, 9]
6938 U (-25, -43) [0, 4]
6939 R (-24, -43) [1, 3]
6940 D (-24, -44) [0, 6]
6941 R (-23, -44) [0, 6]
6942 U (-23, -43) [1, 3]
6943 R (-22, -43) [1, 3]
6944 U (-22, -42) [0, 2]
6945 R (-21, -42) [1, 3]
6946 D (-21, -43) [0, 2]
6947 R (-20, -43) [1, 3]
6948 D (-20, -44) [0, 4]
6949 L (-21, -44) [0, 6]
6950 D (-21, -45) [0, 8]
6951 L (-22, -45) [0, 10]
6952 U (-22, -44) [1, 9]
6953 R (-21, -44) [1, 7]
6954 D (-21, -45) [1, 9]
6955 R (-20, -45) [1, 3]
6956 D (-20, -46) [1, 3]
6957 R (-19, -46) [1, 3]
6958 D (-19, -47) [0, 2]
6959 L (-20, -47) [0, 2]
6960 U (-20, -46) [0, 4]
6961 R (-19, -46) [0, 4]
6962 D (-19, -47) [1, 3]
6963 L (-20, -47) [1, 3]
6964 U (-20, -46) [1, 5]
6965 R (-19, -46) [1, 5]
6966 D (-19, -47) [0, 4]
6967 R (-18, -47) [1, 3]
6968 D (-18, -48) [0, 2]
6969 L (-19, -48) [0, 0]
6970 U (-19, -47) [1, 5]
6971 L (-20, -47) [0, 4]
6972 U (-20, -46) [0, 6]
6973 L (-21, -46) [0, 4]
6974 D (-21, -47) [1, 3]
6975 L (-22, -47) [0, 4]
6976 D (-22, -48) [1, 3]
6977 R (-21, -48) [0, 2]
6978 U (-21, -47) [0, 4]
6979 R (-20, -47) [1, 5]
6980 U (-20, -46) [1, 7]
6981 R (-19, -46) [0, 6]
6982 D (-19, -47) [0, 6]
6983 L (-20, -47) [0, 6]
6984 U (-20, -46) [0, 8]
6985 L (-21, -46) [1, 5]
6986 D (-21, -47) [1, 5]
6987 L (-22, -47) [1, 5]
6988 D (-22, -48) [0, 4]
6989 L (-23, -48) [1, 3]
6990 U (-23, -47) [1, 5]
6991 R (-22, -47) [0, 6]
6992 D (-22, -48) [1, 5]
6993 R (-21, -48) [1, 3]
6994 U (-21, -47) [0, 6]
6995 R (-20, -47) [1, 7]
6996 D (-20, -48) [0, 0]
6997 R (-19, -48) [1, 1]
6998 D (-19, -49) [1, 1]
6999 R (-18, -49) [0, 2]
7000 U (-18, -48) [1, 3]
7001 R (-17, -48) [0, 2]
7002 D (-17, -49) [0, 4]
7003 R (-16, -49) [0, 4]
7004 U (-16, -48) [1, 1]
7005 L (-17, -48) [1, 3]
7006 U (-17, -47) [0, 2]
7007 R (-16, -47) [0, 0]
7008 U (-16, -46) [0, 0]
7009 L (-17, -46) [1, 1]
7010 D (-17, -47) [1, 3]
7011 L (-18, -47) [0, 4]
7012 U (-18, -46) [0, 2]
7013 R (-17, -46) [0, 2]
7014 D (-17, -47) [0, 4]
7015 R (-16, -47) [1, 1]
7016 D (-16, -48) [0, 2]
7017 L (-17, -48) [0, 4]
